Song,Artist,Country,Year,Language,Grand Final Place,Grand Final Points,Semifinal,Semifinal Place,Semifinal Points
Tu canción,Amaia & Alfred,Spain,2018,Spanish,23,61,AQ,AQ,AQ
Storm,SuRie,United Kingdom,2018,English,24,48,AQ,AQ,AQ
Monsters,Saara Aalto,Finland,2018,English,25,46,1,10,108
O jardim,Cláudia Pascoal,Portugal,2018,Portuguese,26,39,AQ,AQ,AQ
X My Heart,Aisel,Azerbaijan,2018,English,NQ,NQ,1,11,94
A Matter of Time,Sennek,Belgium,2018,English,NQ,NQ,1,12,91
Stones,ZiBBZ,Switzerland,2018,English,NQ,NQ,1,13,86
Oniro mou (Όνειρό μου),Yianna Terzi,Greece,2018,Greek,NQ,NQ,1,14,81
Qami (Քամի),Sevak Khanagyan,Armenia,2018,Armenian,NQ,NQ,1,15,79
Forever,Alekseev,Belarus,2018,English,NQ,NQ,1,16,65
Crazy,Franka,Croatia,2018,English,NQ,NQ,1,17,63
Lost and Found,Eye Cue,North Macedonia,2018,English,NQ,NQ,1,18,24
Our Choice,Ari Ólafsson,Iceland,2018,English,NQ,NQ,1,19,15
Goodbye,The Humans,Romania,2018,English,NQ,NQ,2,11,107
Funny Girl,Laura Rizzotto,Latvia,2018,English,NQ,NQ,2,12,106
Taboo,Christabelle,Malta,2018,English,NQ,NQ,2,13,101
Light Me Up,Gromee feat. Lukas Meijer,Poland,2018,English,NQ,NQ,2,14,81
I Won't Break,Julia Samoylova,Russia,2018,English,NQ,NQ,2,15,65
Inje (Иње),Vanja Radovanović,Montenegro,2018,Montenegrin,NQ,NQ,2,16,40
Who We Are,Jessika feat. Jenifer Brening,San Marino,2018,English,NQ,NQ,2,17,28
For You,Ethno-Jazz Band Iriao,Georgia,2018,Georgian,NQ,NQ,2,18,24
Arcade,Duncan Laurence,Netherlands,2019,English,1,498,2,1,280
Soldi,Mahmood,Italy,2019,Italian,2,472,AQ,AQ,AQ
Scream,Sergey Lazarev,Russia,2019,English,3,370,2,6,217
She Got Me,Luca Hänni,Switzerland,2019,English,4,364,2,4,232
Too Late for Love,John Lundvik,Sweden,2019,English,5,334,2,3,238
Spirit in the Sky,KEiiNO,Norway,2019,"English, Northern Sami",6,331,2,7,210
Proud,Tamara Todevska,North Macedonia,2019,English,7,305,2,2,239
Truth,Chingiz,Azerbaijan,2019,English,8,302,2,5,224
Zero Gravity,Kate Miller-Heidke,Australia,2019,English,9,284,1,1,261
Hatrið mun sigra,Hatari,Iceland,2019,Icelandic,10,232,1,3,221
Friend of a Friend,Lake Malawi,Czech Republic,2019,English,11,157,1,2,242
Love Is Forever,Leonora,Denmark,2019,"English, French",12,120,2,10,94
Replay,Tamta,Cyprus,2019,English,13,109,1,9,149
Chameleon,Michela,Malta,2019,English,14,107,2,8,157
Sebi,Zala Kralj & Gašper Šantl,Slovenia,2019,Slovene,15,105,1,6,167
Roi,Bilal Hassani,France,2019,"French, English",16,105,AQ,AQ,AQ
Ktheju tokës,Jonida Maliqi,Albania,2019,Albanian,17,90,2,9,96
Kruna (Круна),Nevena Božović,Serbia,2019,Serbian,18,89,1,7,156
Say Na Na Na,Serhat,San Marino,2019,English,19,77,1,8,150
Storm,Victor Crone,Estonia,2019,English,20,76,1,4,198
Better Love,Katerine Duska,Greece,2019,English,21,74,1,5,185
La venda,Miki,Spain,2019,Spanish,22,54,AQ,AQ,AQ
Home,Kobi Marimi,Israel,2019,English,23,35,AQ,AQ,AQ
Like It,ZENA,Belarus,2019,English,24,31,1,10,122
Sister,S!sters,Germany,2019,English,25,24,AQ,AQ,AQ
Bigger than Us,Michael Rice,United Kingdom,2019,English,26,11,AQ,AQ,AQ
Fire of Love (Pali się),Tulia,Poland,2019,"Polish, English",NQ,NQ,1,11,120
Az én apám,Joci Pápai,Hungary,2019,Hungarian,NQ,NQ,1,12,97
Wake Up,Eliot,Belgium,2019,English,NQ,NQ,1,13,70
Keep on Going,Oto Nemsadze,Georgia,2019,Georgian,NQ,NQ,1,14,62
Telemóveis,Conan Osiris,Portugal,2019,Portuguese,NQ,NQ,1,15,51
Heaven,D mol,Montenegro,2019,English,NQ,NQ,1,16,46
Look Away,Darude feat. Sebastian Rejman,Finland,2019,English,NQ,NQ,1,17,23
Run with the Lions,Jurij Veklenko,Lithuania,2019,English,NQ,NQ,2,11,93
Stay,Anna Odobescu,Moldova,2019,English,NQ,NQ,2,12,85
On a Sunday,Ester Peony,Romania,2019,English,NQ,NQ,2,13,71
The Dream,Roko,Croatia,2019,"English, Croatian",NQ,NQ,2,14,64
That Night,Carousel,Latvia,2019,English,NQ,NQ,2,15,50
Walking Out,Srbuk,Armenia,2019,English,NQ,NQ,2,16,49
Limits,PÆNDA,Austria,2019,English,NQ,NQ,2,17,21
22,Sarah McTernan,Ireland,2019,English,NQ,NQ,2,18,16
Alcohol You,Roxen,Romania,2020,English,N/A,N/A,N/A,N/A,N/A
Alive,Vincent Bueno,Austria,2020,English,N/A,N/A,N/A,N/A,N/A
All of My Love,Destiny,Malta,2020,English,N/A,N/A,N/A,N/A,N/A
Attention,Ulrikke,Norway,2020,English,N/A,N/A,N/A,N/A,N/A
Chains on You,Athena Manoukian,Armenia,2020,English,N/A,N/A,N/A,N/A,N/A
Cleopatra,Efendi,Azerbaijan,2020,English[a],N/A,N/A,N/A,N/A,N/A
Da vidna (Да вiдна),VAL,Belarus,2020,Belarusian,N/A,N/A,N/A,N/A,N/A
Divlji vjetre,Damir Kedžo,Croatia,2020,Croatian,N/A,N/A,N/A,N/A,N/A
Don't Break Me,Montaigne,Australia,2020,English,N/A,N/A,N/A,N/A,N/A
Empires,Alicja,Poland,2020,English,N/A,N/A,N/A,N/A,N/A
Fai rumore,Diodato,Italy,2020,Italian,N/A,N/A,N/A,N/A,N/A
Fall from the Sky,Arilena Ara,Albania,2020,English,N/A,N/A,N/A,N/A,N/A
Feker libi (ፍቅር ልቤ),Eden Alene,Israel,2020,"English, Amharic, Hebrew, Arabic",N/A,N/A,N/A,N/A,N/A
Freaky!,Senhit,San Marino,2020,English,N/A,N/A,N/A,N/A,N/A
Grow,Jeangu Macrooy,Netherlands,2020,English,N/A,N/A,N/A,N/A,N/A
Hasta la vista,Hurricane,Serbia,2020,Serbian[b],N/A,N/A,N/A,N/A,N/A
Kemama,Benny Cristo,Czech Republic,2020,English,N/A,N/A,N/A,N/A,N/A
Looking Back,Aksel,Finland,2020,English,N/A,N/A,N/A,N/A,N/A
Medo de sentir,Elisa,Portugal,2020,Portuguese,N/A,N/A,N/A,N/A,N/A
Mon alliée (The Best in Me),Tom Leeb,France,2020,"French, English",N/A,N/A,N/A,N/A,N/A
Move,The Mamas,Sweden,2020,English,N/A,N/A,N/A,N/A,N/A
My Last Breath,James Newman,United Kingdom,2020,English,N/A,N/A,N/A,N/A,N/A
On Fire,The Roop,Lithuania,2020,English,N/A,N/A,N/A,N/A,N/A
Prison,Natalia Gordienko,Moldova,2020,English,N/A,N/A,N/A,N/A,N/A
Release Me,Hooverphonic,Belgium,2020,English,N/A,N/A,N/A,N/A,N/A
Répondez-moi,Gjon's Tears,Switzerland,2020,French,N/A,N/A,N/A,N/A,N/A
Running,Sandro,Cyprus,2020,English,N/A,N/A,N/A,N/A,N/A
Solovey (Соловей),Go_A,Ukraine,2020,Ukrainian,N/A,N/A,N/A,N/A,N/A
Still Breathing,Samanta Tīna,Latvia,2020,English,N/A,N/A,N/A,N/A,N/A
Story of My Life,Lesley Roy,Ireland,2020,English,N/A,N/A,N/A,N/A,N/A
Supergirl,Stefania,Greece,2020,English,N/A,N/A,N/A,N/A,N/A
Take Me as I Am,Tornike Kipiani,Georgia,2020,English[c],N/A,N/A,N/A,N/A,N/A
Tears Getting Sober,Victoria,Bulgaria,2020,English,N/A,N/A,N/A,N/A,N/A
Think About Things,Daði og Gagnamagnið,Iceland,2020,English,N/A,N/A,N/A,N/A,N/A
Universo,Blas Cantó,Spain,2020,Spanish,N/A,N/A,N/A,N/A,N/A
Uno,Little Big,Russia,2020,"English, Spanish",N/A,N/A,N/A,N/A,N/A
Violent Thing,Ben Dolic,Germany,2020,English,N/A,N/A,N/A,N/A,N/A
Voda,Ana Soklič,Slovenia,2020,Slovene,N/A,N/A,N/A,N/A,N/A
What Love Is,Uku Suviste,Estonia,2020,English,N/A,N/A,N/A,N/A,N/A
Yes,Ben & Tan,Denmark,2020,English,N/A,N/A,N/A,N/A,N/A
You,Vasil,North Macedonia,2020,English,N/A,N/A,N/A,N/A,N/A
Zitte e buoni,Måneskin,Italy,2021,Italian,1,524,AQ,AQ,AQ
Voilà,Barbara Pravi,France,2021,French,2,499,AQ,AQ,AQ
Tout l'Univers,Gjon's Tears,Switzerland,2021,French,3,432,2,1,291
10 Years,Daði og Gagnamagnið,Iceland,2021,English,4,378,2,2,288
Shum (Шум),Go_A,Ukraine,2021,Ukrainian,5,364,1,2,267
Dark Side,Blind Channel,Finland,2021,English,6,301,2,5,234
Je me casse,Destiny,Malta,2021,English,7,255,1,1,325
Discoteque,The Roop,Lithuania,2021,English,8,220,1,4,203
Russian Woman,Manizha,Russia,2021,"Russian, English",9,204,1,3,225
Last Dance,Stefania,Greece,2021,English,10,170,2,6,184
Growing Up Is Getting Old,Victoria,Bulgaria,2021,English,11,170,2,3,250
Love Is on My Side,The Black Mamba,Portugal,2021,English,12,153,2,4,239
Sugar,Natalia Gordienko,Moldova,2021,English,13,115,2,7,179
Voices,Tusse,Sweden,2021,English,14,109,1,7,142
Loco Loco,Hurricane,Serbia,2021,Serbian,15,102,2,8,124
El diablo,Elena Tsagrinou,Cyprus,2021,English,16,94,1,6,170
Set Me Free,Eden Alene,Israel,2021,English,17,93,1,5,192
Fallen Angel,Tix,Norway,2021,English,18,75,1,10,115
The Wrong Place,Hooverphonic,Belgium,2021,English,19,74,1,9,117
Mata Hari,Efendi,Azerbaijan,2021,English,20,65,1,8,138
Karma,Anxhela Peristeri,Albania,2021,Albanian,21,57,2,10,112
Adrenalina,Senhit feat. Flo Rida,San Marino,2021,English,22,50,2,9,118
Birth of a New Age,Jeangu Macrooy,Netherlands,2021,"English, Srnan Tongo",23,11,AQ,AQ,AQ
Voy a quedarme,Blas Cantó,Spain,2021,Spanish,24,6,AQ,AQ,AQ
I Don't Feel Hate,Jendrik,Germany,2021,English,25,3,AQ,AQ,AQ
Embers,James Newman,United Kingdom,2021,English,26,0,AQ,AQ,AQ
Tick-Tock,Albina,Croatia,2021,"English, Croatian",NQ,NQ,1,11,110
Amnesia,Roxen,Romania,2021,English,NQ,NQ,1,12,85
Amen,Ana Soklič,Slovenia,2021,English,NQ,NQ,1,13,44
Technicolour,Montaigne,Australia,2021,English,NQ,NQ,1,14,28
Here I Stand,Vasil,North Macedonia,2021,English,NQ,NQ,1,15,23
Maps,Lesley Roy,Ireland,2021,English,NQ,NQ,1,16,20
Øve os på hinanden,Fyr & Flamme,Denmark,2021,Danish,NQ,NQ,2,11,89
Amen,Vincent Bueno,Austria,2021,English,NQ,NQ,2,12,66
The Lucky One,Uku Suviste,Estonia,2021,English,NQ,NQ,2,13,58
The Ride,Rafał,Poland,2021,English,NQ,NQ,2,14,35
Omaga,Benny Cristo,Czech Republic,2021,English,NQ,NQ,2,15,23
You,Tornike Kipiani,Georgia,2021,English,NQ,NQ,2,16,16
The Moon Is Rising,Samanta Tīna,Latvia,2021,English,NQ,NQ,2,17,14
